,age,job,marital,education
3763,33,blue-collar,married,secondary
3764,31,unemployed,married,secondary
3765,55,technician,divorced,secondary
3766,38,technician,single,secondary
3767,55,housemaid,married,secondary
3768,47,management,single,tertiary
3769,51,housemaid,married,primary
3770,46,management,single,tertiary
3771,61,management,married,tertiary
3772,47,management,single,tertiary
3773,34,technician,married,secondary
3774,34,blue-collar,married,secondary
3775,41,management,divorced,tertiary
3776,36,blue-collar,divorced,secondary
3777,26,blue-collar,single,secondary
3778,35,management,married,tertiary
3779,36,blue-collar,married,secondary
3780,26,management,single,tertiary
3781,58,management,married,primary
3782,50,blue-collar,married,secondary
3783,61,retired,married,secondary
3784,28,technician,single,secondary
3785,49,blue-collar,single,primary
3786,74,retired,married,secondary
3787,53,blue-collar,married,secondary
3788,46,self-employed,married,secondary
3789,47,management,married,tertiary
3790,42,blue-collar,single,primary
3791,56,services,married,secondary
3792,42,technician,married,secondary
3793,49,housemaid,married,primary
3794,43,unemployed,single,unknown
3795,39,services,married,secondary
3796,66,retired,married,primary
3797,30,technician,single,tertiary
3798,38,management,single,tertiary
3799,31,blue-collar,married,secondary
3800,32,technician,married,secondary
3801,48,technician,married,secondary
3802,34,admin.,married,tertiary
3803,28,student,single,secondary
3804,40,admin.,single,secondary
3805,36,entrepreneur,married,secondary
3806,52,retired,married,secondary
3807,46,admin.,married,primary
3808,25,technician,single,secondary
3809,52,blue-collar,married,secondary
3810,40,blue-collar,married,primary
3811,26,management,divorced,tertiary
3812,26,blue-collar,single,primary
3813,35,self-employed,single,secondary
3814,40,admin.,single,secondary
3815,31,management,married,tertiary
3816,32,admin.,married,secondary
3817,33,admin.,married,secondary
3818,53,services,divorced,secondary
3819,46,technician,divorced,secondary
3820,28,management,single,tertiary
3821,31,blue-collar,married,secondary
3822,44,blue-collar,married,primary
3823,35,admin.,married,secondary
3824,50,technician,divorced,unknown
3825,32,technician,married,secondary
3826,51,admin.,married,secondary
3827,51,management,married,tertiary
3828,31,blue-collar,married,unknown
3829,41,admin.,divorced,secondary
3830,57,technician,married,tertiary
3831,34,management,single,tertiary
3832,47,technician,married,secondary
3833,47,admin.,divorced,secondary
3834,36,self-employed,married,secondary
3835,29,housemaid,single,tertiary
3836,39,technician,married,secondary
3837,53,blue-collar,single,unknown
3838,47,blue-collar,married,secondary
3839,51,technician,divorced,secondary
3840,48,blue-collar,married,secondary
3841,32,technician,married,secondary
3842,36,management,divorced,tertiary
3843,50,unknown,married,primary
3844,39,admin.,married,secondary
3845,31,blue-collar,married,secondary
3846,49,admin.,married,secondary
3847,33,unemployed,divorced,secondary
3848,26,management,single,tertiary
3849,27,blue-collar,married,secondary
3850,51,blue-collar,married,primary
3851,26,admin.,single,secondary
3852,45,admin.,married,secondary
3853,54,technician,married,secondary
3854,49,technician,married,tertiary
3855,47,technician,married,secondary
3856,42,housemaid,married,primary
3857,50,entrepreneur,married,tertiary
3858,37,admin.,married,secondary
3859,54,blue-collar,married,primary
3860,40,services,married,secondary
3861,50,services,married,secondary
3862,57,retired,married,secondary
3863,33,technician,married,secondary
3864,49,technician,married,secondary
3865,35,services,married,secondary
3866,28,blue-collar,single,secondary
3867,58,management,married,tertiary
3868,31,admin.,single,secondary
3869,36,management,divorced,tertiary
3870,49,blue-collar,single,primary
3871,30,unemployed,married,secondary
3872,29,services,single,secondary
3873,50,management,married,unknown
3874,26,student,single,tertiary
3875,27,housemaid,married,secondary
3876,32,blue-collar,single,secondary
3877,62,unknown,married,secondary
3878,34,blue-collar,single,secondary
3879,25,admin.,single,tertiary
3880,34,management,single,tertiary
3881,44,technician,single,secondary
3882,38,management,married,tertiary
3883,57,admin.,married,secondary
3884,36,self-employed,married,tertiary
3885,41,entrepreneur,married,secondary
3886,36,management,single,tertiary
3887,27,management,single,tertiary
3888,37,technician,divorced,secondary
3889,47,management,single,tertiary
3890,31,services,divorced,primary
3891,39,self-employed,married,secondary
3892,35,admin.,divorced,tertiary
3893,40,blue-collar,married,secondary
3894,38,management,single,tertiary
3895,31,technician,married,secondary
3896,36,blue-collar,married,primary
3897,53,management,married,primary
3898,59,blue-collar,married,primary
3899,29,management,single,tertiary
3900,30,admin.,single,secondary
3901,52,admin.,married,secondary
3902,55,blue-collar,married,secondary
3903,56,blue-collar,married,primary
3904,32,admin.,married,secondary
3905,24,blue-collar,married,secondary
3906,51,blue-collar,married,primary
3907,36,management,married,tertiary
3908,36,technician,married,tertiary
3909,42,management,married,tertiary
3910,49,admin.,married,secondary
3911,48,management,married,secondary
3912,36,management,married,secondary
3913,48,management,married,primary
3914,30,technician,married,tertiary
3915,27,management,single,tertiary
3916,38,entrepreneur,married,tertiary
3917,36,technician,single,secondary
3918,45,technician,married,secondary
3919,44,housemaid,married,tertiary
3920,42,technician,married,secondary
3921,37,entrepreneur,married,tertiary
3922,48,blue-collar,married,secondary
3923,57,retired,married,primary
3924,44,services,married,secondary
3925,48,technician,married,secondary
3926,56,retired,married,primary
3927,37,management,married,tertiary
3928,47,blue-collar,married,secondary
3929,54,housemaid,married,unknown
3930,51,retired,divorced,secondary
3931,47,admin.,married,secondary
3932,25,management,married,tertiary
3933,39,services,single,secondary
3934,40,management,married,tertiary
3935,38,management,single,tertiary
3936,34,management,married,tertiary
3937,53,housemaid,married,primary
3938,32,services,married,secondary
3939,35,blue-collar,married,secondary
3940,24,student,single,secondary
3941,58,blue-collar,married,primary
3942,49,management,married,primary
3943,45,services,single,secondary
3944,55,management,married,tertiary
3945,42,entrepreneur,married,tertiary
3946,28,admin.,married,secondary
3947,48,blue-collar,married,secondary
3948,51,management,single,tertiary
3949,38,housemaid,married,primary
3950,27,blue-collar,single,secondary
3951,50,technician,single,secondary
3952,44,blue-collar,married,primary
3953,40,management,married,tertiary
3954,29,services,single,secondary
3955,34,services,married,secondary
3956,44,self-employed,single,tertiary
3957,50,entrepreneur,married,tertiary
3958,34,management,married,tertiary
3959,54,retired,divorced,primary
3960,34,technician,married,tertiary
3961,34,admin.,single,tertiary
3962,52,blue-collar,married,primary
3963,60,unknown,married,unknown
3964,39,management,single,secondary
3965,58,retired,married,primary
3966,41,technician,divorced,secondary
3967,48,technician,married,secondary
3968,58,management,married,tertiary
3969,40,self-employed,married,primary
3970,48,management,married,tertiary
3971,52,blue-collar,divorced,primary
3972,50,self-employed,married,secondary
3973,25,technician,single,secondary
3974,54,retired,married,primary
3975,34,services,married,secondary
3976,48,management,married,tertiary
3977,37,admin.,married,tertiary
3978,66,retired,married,tertiary
3979,32,management,single,tertiary
3980,45,blue-collar,married,secondary
3981,43,blue-collar,single,secondary
3982,41,management,married,tertiary
3983,40,technician,divorced,tertiary
3984,44,services,single,secondary
3985,43,blue-collar,married,primary
3986,30,unknown,single,tertiary
3987,32,services,married,secondary
3988,57,admin.,married,secondary
3989,31,blue-collar,single,tertiary
3990,49,unknown,married,secondary
3991,31,admin.,single,secondary
3992,41,admin.,married,tertiary
3993,44,management,married,tertiary
3994,54,entrepreneur,married,unknown
3995,37,blue-collar,divorced,secondary
3996,34,management,married,secondary
3997,43,technician,married,secondary
3998,44,management,married,tertiary
3999,44,services,married,secondary
4000,53,admin.,divorced,secondary
4001,36,technician,married,secondary
4002,58,technician,divorced,secondary
4003,26,student,single,secondary
4004,34,technician,single,secondary
4005,55,blue-collar,married,primary
4006,55,blue-collar,married,secondary
4007,34,entrepreneur,married,tertiary
4008,41,entrepreneur,divorced,secondary
4009,38,housemaid,divorced,secondary
4010,28,blue-collar,single,secondary
4011,41,technician,married,secondary
4012,30,admin.,married,tertiary
4013,39,technician,married,unknown
4014,41,admin.,married,secondary
4015,36,technician,married,secondary
4016,37,management,married,tertiary
4017,59,self-employed,married,tertiary
4018,26,technician,single,secondary
4019,43,technician,married,secondary
4020,42,management,married,secondary
4021,46,blue-collar,married,unknown
4022,31,admin.,married,secondary
4023,43,unemployed,married,secondary
4024,48,blue-collar,single,tertiary
4025,41,blue-collar,married,secondary
4026,32,self-employed,married,tertiary
4027,45,technician,married,tertiary
4028,52,admin.,single,unknown
4029,37,self-employed,married,secondary
4030,38,blue-collar,divorced,secondary
4031,36,services,single,secondary
4032,58,retired,married,secondary
4033,37,management,married,tertiary
4034,30,technician,single,secondary
4035,47,technician,married,secondary
4036,40,technician,married,secondary
4037,42,management,divorced,tertiary
4038,71,unknown,married,tertiary
4039,54,blue-collar,married,secondary
4040,53,entrepreneur,married,primary
4041,33,blue-collar,divorced,secondary
4042,30,technician,single,tertiary
4043,39,services,divorced,secondary
4044,32,blue-collar,married,secondary
4045,34,technician,single,secondary
4046,39,self-employed,single,tertiary
4047,75,retired,married,secondary
4048,33,admin.,divorced,secondary
4049,40,services,married,secondary
4050,37,technician,married,unknown
4051,69,retired,married,primary
4052,52,unemployed,married,primary
4053,31,admin.,divorced,secondary
4054,28,technician,single,secondary
4055,29,management,single,tertiary
4056,46,services,married,secondary
4057,28,blue-collar,married,secondary
4058,41,admin.,married,secondary
4059,42,technician,divorced,secondary
4060,34,admin.,single,secondary
4061,28,blue-collar,married,secondary
4062,43,management,single,secondary
4063,32,technician,married,secondary
4064,33,technician,single,tertiary
4065,70,retired,married,secondary
4066,36,services,married,secondary
4067,53,technician,married,secondary
4068,30,blue-collar,single,secondary
4069,45,services,divorced,secondary
4070,31,services,single,secondary
4071,28,admin.,married,secondary
4072,45,blue-collar,married,primary
4073,51,management,married,tertiary
4074,53,management,married,primary
4075,40,technician,married,secondary
4076,53,blue-collar,married,primary
4077,31,blue-collar,divorced,secondary
4078,30,management,married,tertiary
4079,53,entrepreneur,married,secondary
4080,40,blue-collar,married,primary
4081,26,management,single,secondary
4082,47,blue-collar,married,secondary
4083,51,management,married,tertiary
4084,45,unemployed,married,primary
4085,35,management,married,tertiary
4086,36,management,single,tertiary
4087,57,admin.,married,secondary
4088,42,blue-collar,married,primary
4089,32,blue-collar,married,secondary
4090,30,management,married,tertiary
4091,36,technician,married,secondary
4092,43,technician,married,secondary
4093,69,retired,single,tertiary
4094,31,technician,single,tertiary
4095,35,technician,married,secondary
4096,26,entrepreneur,married,tertiary
4097,46,technician,married,secondary
4098,30,technician,married,secondary
4099,33,management,single,tertiary
4100,34,management,married,tertiary
4101,48,blue-collar,married,primary
4102,31,management,married,tertiary
4103,46,management,divorced,tertiary
4104,40,services,married,secondary
4105,39,entrepreneur,married,secondary
4106,33,technician,single,secondary
4107,50,blue-collar,married,primary
4108,84,retired,divorced,primary
4109,40,blue-collar,married,primary
4110,55,management,married,tertiary
4111,40,services,divorced,secondary
4112,46,admin.,married,primary
4113,43,self-employed,single,tertiary
4114,34,blue-collar,married,secondary
4115,35,technician,single,secondary
4116,57,retired,married,unknown
4117,25,student,single,secondary
4118,32,self-employed,married,tertiary
4119,52,retired,single,secondary
4120,31,self-employed,single,tertiary
4121,34,management,married,tertiary
4122,42,technician,divorced,secondary
4123,47,blue-collar,divorced,primary
4124,50,self-employed,divorced,tertiary
4125,30,technician,married,secondary
4126,33,services,single,secondary
4127,56,technician,single,tertiary
4128,34,admin.,divorced,secondary
4129,33,technician,married,secondary
4130,32,management,single,tertiary
4131,34,management,married,tertiary
4132,37,technician,married,secondary
4133,30,management,married,secondary
4134,29,blue-collar,married,secondary
4135,56,unemployed,divorced,primary
4136,31,management,married,tertiary
4137,59,unknown,married,unknown
4138,36,housemaid,married,secondary
4139,51,blue-collar,divorced,secondary
4140,54,self-employed,divorced,primary
4141,37,management,married,tertiary
4142,32,technician,married,tertiary
4143,42,self-employed,married,tertiary
4144,29,blue-collar,married,secondary
4145,52,blue-collar,married,primary
4146,40,technician,married,secondary
4147,30,services,married,secondary
4148,55,entrepreneur,divorced,secondary
4149,49,management,married,tertiary
4150,33,technician,married,tertiary
4151,32,services,single,secondary
4152,21,student,single,secondary
4153,42,technician,married,secondary
4154,56,self-employed,married,secondary
4155,39,unknown,single,secondary
4156,30,entrepreneur,single,secondary
4157,55,retired,married,secondary
4158,43,blue-collar,married,primary
4159,53,unemployed,married,secondary
4160,57,retired,married,secondary
4161,39,self-employed,single,unknown
4162,56,technician,divorced,tertiary
4163,29,services,single,unknown
4164,38,blue-collar,married,primary
4165,59,management,married,tertiary
4166,42,technician,single,unknown
4167,46,blue-collar,married,primary
4168,31,admin.,married,secondary
4169,35,services,divorced,secondary
4170,50,self-employed,married,secondary
4171,42,blue-collar,married,primary
4172,36,services,single,secondary
4173,25,admin.,single,tertiary
4174,42,management,single,tertiary
4175,27,student,single,tertiary
4176,32,blue-collar,married,primary
4177,57,management,married,tertiary
4178,48,blue-collar,married,secondary
4179,34,blue-collar,divorced,secondary
4180,33,services,married,secondary
4181,26,technician,single,secondary
4182,50,blue-collar,married,secondary
4183,60,technician,single,tertiary
4184,47,management,married,tertiary
4185,31,management,married,tertiary
4186,52,technician,married,tertiary
4187,36,services,married,secondary
4188,43,blue-collar,married,primary
4189,30,technician,single,tertiary
4190,32,blue-collar,married,secondary
4191,31,management,single,tertiary
4192,29,management,single,secondary
4193,48,services,divorced,secondary
4194,32,services,single,secondary
4195,30,housemaid,single,tertiary
4196,48,blue-collar,married,secondary
4197,51,blue-collar,married,unknown
4198,34,management,married,tertiary
4199,35,blue-collar,married,secondary
4200,49,management,single,primary
4201,36,unemployed,married,secondary
4202,37,blue-collar,divorced,secondary
4203,37,management,married,tertiary
4204,49,blue-collar,married,primary
4205,44,services,divorced,secondary
4206,40,student,married,secondary
4207,57,technician,married,secondary
4208,39,technician,married,secondary
4209,38,services,married,secondary
4210,51,blue-collar,divorced,secondary
4211,27,blue-collar,single,secondary
4212,38,blue-collar,single,tertiary
4213,30,technician,single,secondary
4214,36,student,single,unknown
4215,37,unemployed,married,secondary
4216,53,admin.,married,secondary
4217,38,unemployed,married,tertiary
4218,48,management,married,tertiary
4219,26,housemaid,married,secondary
4220,33,blue-collar,single,secondary
4221,47,technician,married,unknown
4222,45,management,divorced,tertiary
4223,32,blue-collar,divorced,secondary
4224,69,retired,married,unknown
4225,65,unknown,married,unknown
4226,37,blue-collar,married,secondary
4227,45,blue-collar,divorced,primary
4228,36,blue-collar,married,secondary
4229,62,self-employed,divorced,tertiary
4230,37,management,married,tertiary
4231,39,services,divorced,secondary
4232,38,technician,single,secondary
4233,31,management,married,tertiary
4234,58,blue-collar,divorced,primary
4235,44,management,single,tertiary
4236,31,blue-collar,married,secondary
4237,33,technician,single,secondary
4238,36,technician,single,tertiary
4239,31,technician,single,secondary
4240,45,admin.,married,secondary
4241,30,technician,single,tertiary
4242,34,blue-collar,married,secondary
4243,34,management,married,tertiary
4244,39,admin.,divorced,secondary
4245,41,management,married,tertiary
4246,32,services,single,secondary
4247,32,management,single,tertiary
4248,36,blue-collar,married,primary
4249,35,admin.,married,tertiary
4250,32,management,single,tertiary
4251,33,management,single,tertiary
4252,49,entrepreneur,married,primary
4253,35,management,married,tertiary
4254,31,technician,married,secondary
4255,42,management,married,secondary
4256,34,housemaid,married,primary
4257,32,services,married,secondary
4258,29,management,single,tertiary
4259,32,services,single,secondary
4260,50,housemaid,single,unknown
4261,58,retired,married,secondary
4262,59,technician,married,secondary
4263,25,student,married,tertiary
4264,57,services,married,secondary
4265,30,blue-collar,single,secondary
4266,26,services,single,secondary
4267,50,services,single,primary
4268,39,services,married,secondary
4269,45,blue-collar,married,primary
4270,37,management,divorced,tertiary
4271,47,blue-collar,divorced,primary
4272,50,technician,married,tertiary
4273,40,management,married,secondary
4274,35,blue-collar,married,primary
4275,53,management,married,tertiary
4276,35,admin.,married,secondary
4277,54,technician,married,secondary
4278,35,admin.,single,secondary
4279,31,housemaid,married,unknown
4280,46,technician,divorced,secondary
4281,52,management,married,secondary
4282,34,admin.,divorced,secondary
4283,46,services,divorced,secondary
4284,54,self-employed,married,secondary
4285,37,admin.,married,tertiary
4286,39,admin.,married,tertiary
4287,50,technician,married,tertiary
4288,44,technician,divorced,secondary
4289,56,admin.,married,secondary
4290,40,services,married,tertiary
4291,36,services,married,secondary
4292,33,management,married,tertiary
4293,33,blue-collar,single,secondary
4294,42,services,married,secondary
4295,30,self-employed,single,tertiary
4296,33,admin.,single,secondary
4297,26,blue-collar,single,secondary
4298,26,admin.,single,secondary
4299,37,services,married,secondary
4300,59,retired,married,primary
4301,49,blue-collar,married,primary
4302,33,blue-collar,single,primary
4303,46,technician,single,secondary
4304,55,entrepreneur,married,primary
4305,49,services,married,tertiary
4306,51,technician,married,secondary
4307,27,admin.,married,secondary
4308,44,technician,married,secondary
4309,40,services,single,secondary
4310,36,management,married,tertiary
4311,46,admin.,single,secondary
4312,30,services,single,secondary
4313,35,admin.,married,secondary
4314,31,technician,single,secondary
4315,37,admin.,married,secondary
4316,49,blue-collar,married,unknown
4317,27,services,single,secondary
4318,32,blue-collar,married,secondary
4319,70,retired,divorced,secondary
4320,22,technician,single,secondary
4321,58,blue-collar,married,secondary
4322,33,blue-collar,married,secondary
4323,83,retired,divorced,primary
4324,50,management,divorced,tertiary
4325,53,blue-collar,married,secondary
4326,37,management,single,tertiary
4327,55,services,divorced,primary
4328,49,admin.,married,secondary
4329,41,blue-collar,married,primary
4330,40,management,single,tertiary
4331,48,management,married,tertiary
4332,27,student,single,secondary
4333,30,management,single,tertiary
4334,37,entrepreneur,single,secondary
4335,37,services,single,secondary
4336,40,blue-collar,married,secondary
4337,73,retired,married,unknown
4338,50,management,married,tertiary
4339,53,blue-collar,married,primary
4340,47,blue-collar,married,secondary
4341,33,technician,divorced,secondary
4342,50,blue-collar,married,unknown
4343,51,blue-collar,married,primary
4344,42,housemaid,divorced,tertiary
4345,34,technician,single,secondary
4346,44,technician,married,secondary
4347,32,admin.,married,secondary
4348,60,retired,married,tertiary
4349,60,retired,divorced,tertiary
4350,29,blue-collar,single,secondary
4351,39,management,single,secondary
4352,47,blue-collar,married,primary
4353,30,admin.,married,tertiary
4354,31,technician,single,tertiary
4355,34,management,single,tertiary
4356,51,admin.,married,secondary
4357,38,blue-collar,married,secondary
4358,47,admin.,single,secondary
4359,46,housemaid,single,tertiary
4360,33,management,married,tertiary
4361,30,management,married,tertiary
4362,40,technician,married,secondary
4363,38,blue-collar,single,secondary
4364,63,retired,divorced,secondary
4365,33,management,married,tertiary
4366,59,retired,married,secondary
4367,29,management,single,tertiary
4368,54,services,divorced,secondary
4369,57,technician,married,secondary
4370,57,blue-collar,married,primary
4371,28,services,single,secondary
4372,30,technician,single,secondary
4373,28,blue-collar,married,secondary
4374,45,services,divorced,primary
4375,29,services,divorced,secondary
4376,42,blue-collar,married,primary
4377,31,blue-collar,married,secondary
4378,59,housemaid,divorced,primary
4379,41,blue-collar,married,primary
4380,57,housemaid,married,secondary
4381,43,services,divorced,secondary
4382,30,services,divorced,secondary
4383,26,admin.,single,secondary
4384,52,management,single,tertiary
4385,32,entrepreneur,divorced,secondary
4386,39,management,divorced,tertiary
4387,31,blue-collar,married,secondary
4388,83,retired,divorced,primary
4389,34,management,married,tertiary
4390,40,blue-collar,married,secondary
4391,39,self-employed,married,secondary
4392,50,unemployed,married,secondary
4393,30,technician,married,tertiary
4394,43,blue-collar,married,secondary
4395,49,blue-collar,married,secondary
4396,41,retired,single,primary
4397,35,blue-collar,married,secondary
4398,57,retired,married,tertiary
4399,29,entrepreneur,married,secondary
4400,48,admin.,married,secondary
4401,38,entrepreneur,divorced,tertiary
4402,41,entrepreneur,married,primary
4403,39,housemaid,married,primary
4404,31,management,married,tertiary
4405,51,technician,married,secondary
4406,35,unemployed,single,secondary
4407,45,admin.,divorced,secondary
4408,28,blue-collar,married,secondary
4409,57,retired,married,secondary
4410,36,unemployed,married,secondary
4411,49,technician,married,primary
4412,34,management,single,tertiary
4413,65,retired,married,primary
4414,26,services,single,secondary
4415,52,blue-collar,married,primary
4416,32,blue-collar,single,secondary
4417,33,unemployed,married,tertiary
4418,43,management,married,tertiary
4419,26,technician,single,tertiary
4420,45,technician,married,secondary
4421,30,management,single,tertiary
4422,37,services,divorced,primary
4423,45,management,single,tertiary
4424,34,management,married,tertiary
4425,35,services,married,secondary
4426,41,admin.,married,tertiary
4427,42,self-employed,married,tertiary
4428,48,blue-collar,married,unknown
4429,45,unknown,married,primary
4430,47,management,married,tertiary
4431,37,blue-collar,married,primary
4432,32,management,married,secondary
4433,40,management,married,tertiary
4434,35,technician,single,secondary
4435,31,technician,single,secondary
4436,36,technician,single,tertiary
4437,44,management,married,tertiary
4438,52,admin.,divorced,secondary
4439,28,student,single,secondary
4440,45,blue-collar,married,primary
4441,38,management,married,tertiary
4442,39,blue-collar,married,primary
4443,28,management,single,tertiary
4444,31,technician,single,secondary
4445,46,blue-collar,married,primary
4446,22,student,single,secondary
4447,49,blue-collar,single,primary
4448,44,unemployed,married,secondary
4449,31,self-employed,single,secondary
4450,53,blue-collar,married,primary
4451,55,management,married,tertiary
4452,35,technician,married,secondary
4453,35,blue-collar,married,secondary
4454,37,management,single,tertiary
4455,50,blue-collar,married,secondary
4456,37,management,married,primary
4457,37,blue-collar,single,primary
4458,29,management,single,tertiary
4459,31,admin.,single,secondary
4460,40,technician,married,secondary
4461,47,services,divorced,secondary
4462,55,self-employed,married,secondary
4463,33,technician,single,secondary
4464,53,services,divorced,secondary
4465,38,management,single,tertiary
4466,61,management,married,secondary
4467,43,unemployed,divorced,secondary
4468,42,housemaid,married,primary
4469,36,management,divorced,tertiary
4470,31,technician,single,tertiary
4471,59,management,married,unknown
4472,29,blue-collar,married,primary
4473,33,technician,married,secondary
4474,44,blue-collar,married,primary
4475,43,blue-collar,married,secondary
4476,42,management,married,tertiary
4477,32,management,single,tertiary
4478,43,management,married,tertiary
4479,39,admin.,single,secondary
4480,23,blue-collar,married,primary
4481,43,services,married,secondary
4482,46,admin.,married,secondary
4483,31,technician,married,secondary
4484,38,management,married,tertiary
4485,53,blue-collar,married,primary
4486,37,blue-collar,married,primary
4487,49,entrepreneur,divorced,secondary
4488,31,unemployed,single,secondary
4489,45,management,married,tertiary
4490,58,admin.,married,secondary
4491,35,blue-collar,single,secondary
4492,32,technician,single,secondary
4493,28,technician,single,tertiary
4494,26,technician,single,secondary
4495,48,management,married,tertiary
4496,30,blue-collar,single,secondary
4497,31,entrepreneur,single,tertiary
4498,31,management,married,tertiary
4499,45,blue-collar,divorced,primary
4500,38,admin.,married,secondary
4501,34,management,married,tertiary
4502,42,services,married,secondary
4503,60,self-employed,married,primary
4504,42,blue-collar,single,secondary
4505,32,admin.,single,secondary
4506,42,unemployed,divorced,tertiary
4507,33,services,married,secondary
4508,42,admin.,married,unknown
4509,51,technician,married,tertiary
4510,36,technician,divorced,secondary
4511,46,blue-collar,married,secondary
4512,40,blue-collar,married,secondary
4513,49,blue-collar,married,secondary
4514,38,blue-collar,married,secondary
4515,32,services,single,secondary
4516,33,services,married,secondary
4517,57,self-employed,married,tertiary
4518,57,technician,married,secondary
4519,28,blue-collar,married,secondary
4520,44,entrepreneur,single,tertiary
